"id"	"address"	"region"	"village"	"takeup_survey"	"age"	"male"	"delay"	"intensive"	"info_none"	"intensive.nondelay.peers"	"n.peers"
"31"	"1111133"	"fusheng23"	1	"fusheng"	1	48	1	1	0	1	4	5
"32"	"1111056"	"fusheng2"	NA	"fusheng"	NA	NA	NA	0	1	NA	0	0
"33"	"1111148"	"fusheng23"	1	"fusheng"	1	62	1	1	0	0	0	1
"34"	"1111124"	"fusheng23"	1	"fusheng"	1	50	1	0	0	1	0	0
"35"	"1111122"	"fusheng2"	NA	"fusheng"	NA	NA	NA	0	1	NA	0	0
"36"	"1111054"	"fusheng21"	1	"fusheng"	1	70	1	1	0	1	3	5
"37"	"1111145"	"fusheng2"	NA	"fusheng"	NA	NA	NA	0	1	NA	4	5
"38"	"1111147"	"fusheng23"	1	"fusheng"	1	46	1	0	1	1	2	2
"39"	"1111123"	"fusheng23"	1	"fusheng"	1	61	1	0	1	1	2	3
"40"	"1111130"	"fusheng23"	1	"fusheng"	1	64	1	0	0	1	0	2
"41"	"1111127"	"fusheng23"	1	"fusheng"	0	52	1	1	0	0	0	5
"42"	"1111131"	"fusheng23"	1	"fusheng"	0	72	1	1	1	1	1	4
"43"	"1111125"	"fusheng23"	1	"fusheng"	1	59	1	1	1	1	0	3
"44"	"1111146"	"fusheng23"	1	"fusheng"	0	43	1	1	0	0	0	3
"45"	"1111126"	"fusheng23"	1	"fusheng"	1	51	1	0	1	1	1	3
"46"	"1111404"	"fusheng67"	1	"fusheng"	1	36	1	1	1	0	2	5
"47"	"1111252"	"fusheng32"	1	"fusheng"	1	38	1	1	0	0	2	5
"48"	"1111140"	"fusheng23"	1	"fusheng"	1	65	1	1	1	0	0	4
"49"	"1111144"	"fusheng23"	1	"fusheng"	1	45	1	1	1	0	0	4
"50"	"1111136"	"fusheng23"	1	"fusheng"	0	56	1	1	0	1	0	1
"51"	"1111371"	"fusheng5"	1	"fusheng"	0	60	1	1	0	0	1	4
"52"	"1111149"	"fusheng2"	NA	"fusheng"	NA	NA	NA	0	1	NA	0	0
"53"	"1111169"	"fusheng31"	1	"fusheng"	1	73	1	0	1	1	1	5
"54"	"1111151"	"fusheng31"	1	"fusheng"	0	43	1	0	0	1	0	1
"55"	"1111155"	"fusheng31"	1	"fusheng"	0	53	1	1	1	0	0	3
"56"	"1111207"	"fusheng31"	1	"fusheng"	0	55	1	1	0	0	0	4
"57"	"1111165"	"fusheng31"	1	"fusheng"	1	53	1	0	0	1	0	5
"58"	"1111209"	"fusheng31"	1	"fusheng"	0	73	1	1	1	1	2	5
"59"	"1111208"	"fusheng31"	1	"fusheng"	0	55	1	0	1	1	0	3
"60"	"1111154"	"fusheng31"	1	"fusheng"	1	62	1	1	0	1	0	3
"61"	"1111194"	"fusheng31"	1	"fusheng"	1	54	1	0	1	1	0	5
"62"	"1111191"	"fusheng31"	1	"fusheng"	0	43	0	0	0	1	1	3
"63"	"1111164"	"fusheng31"	1	"fusheng"	1	54	1	0	1	1	0	5
"64"	"1111179"	"fusheng31"	1	"fusheng"	0	34	1	1	0	0	0	5
"65"	"1111171"	"fusheng31"	1	"fusheng"	0	71	1	1	1	1	0	4
"66"	"1111161"	"fusheng31"	1	"fusheng"	1	56	1	0	0	1	0	5
"67"	"1111162"	"fusheng31"	1	"fusheng"	1	60	1	0	0	1	0	5
"68"	"1111196"	"fusheng31"	1	"fusheng"	0	46	1	1	0	0	1	4
"69"	"1111187"	"fusheng31"	1	"fusheng"	1	45	1	0	0	1	3	4
"70"	"1111163"	"fusheng31"	1	"fusheng"	1	60	1	0	0	1	0	4
"71"	"1111166"	"fusheng31"	1	"fusheng"	1	44	1	1	0	0	1	3
"72"	"1111170"	"fusheng31"	1	"fusheng"	1	60	1	1	0	1	0	3
"73"	"1111201"	"fusheng31"	1	"fusheng"	0	58	1	1	1	1	2	5
"74"	"1111175"	"fusheng31"	1	"fusheng"	0	50	1	0	1	1	2	4
"75"	"1111174"	"fusheng31"	1	"fusheng"	1	44	1	1	0	1	1	5
"76"	"1111203"	"fusheng31"	1	"fusheng"	0	49	1	1	1	1	0	4
"77"	"1111205"	"fusheng31"	1	"fusheng"	0	54	1	1	1	1	0	5
"78"	"1111270"	"fusheng32"	1	"fusheng"	1	45	1	1	0	1	1	4
"79"	"1111269"	"fusheng32"	1	"fusheng"	1	45	0	0	0	1	1	5
"80"	"1111197"	"fusheng31"	1	"fusheng"	0	41	1	0	1	1	0	4
"81"	"1111177"	"fusheng31"	1	"fusheng"	1	47	1	1	1	1	1	5
"82"	"1111176"	"fusheng31"	1	"fusheng"	1	59	1	1	1	0	1	4
"83"	"1111184"	"fusheng31"	1	"fusheng"	1	43	1	0	1	1	2	4
"84"	"1111178"	"fusheng31"	1	"fusheng"	1	77	1	1	0	1	0	2
"85"	"1111263"	"fusheng32"	1	"fusheng"	1	43	1	1	1	0	0	4
"86"	"1111185"	"fusheng31"	1	"fusheng"	1	65	1	0	1	1	1	4
"87"	"1111202"	"fusheng31"	1	"fusheng"	1	53	1	0	1	1	2	3
"88"	"1111186"	"fusheng31"	1	"fusheng"	0	61	1	1	1	1	2	4
"89"	"1111232"	"fusheng32"	1	"fusheng"	1	46	1	0	1	1	0	1
"90"	"1111190"	"fusheng31"	1	"fusheng"	1	70	1	0	0	1	2	2
"91"	"1111228"	"fusheng32"	1	"fusheng"	1	46	1	1	1	0	1	4
"92"	"1111268"	"fusheng32"	1	"fusheng"	1	67	1	0	1	1	3	4
"93"	"1111238"	"fusheng32"	1	"fusheng"	0	52	1	1	1	0	0	2
"94"	"1111235"	"fusheng32"	1	"fusheng"	1	46	1	0	1	1	1	5
"95"	"1111221"	"fusheng32"	1	"fusheng"	1	61	1	1	0	0	1	3
"96"	"1111240"	"fusheng32"	1	"fusheng"	1	68	1	0	0	1	0	2
"97"	"1111212"	"fusheng32"	1	"fusheng"	0	37	1	1	0	0	0	2
"98"	"1111241"	"fusheng32"	1	"fusheng"	1	60	1	0	1	1	0	4
"99"	"1111244"	"fusheng32"	1	"fusheng"	1	48	1	0	0	1	0	4
"100"	"1111211"	"fusheng32"	1	"fusheng"	1	39	1	0	0	1	0	3
"101"	"1111223"	"fusheng32"	1	"fusheng"	1	58	0	1	0	0	0	3
"102"	"1111230"	"fusheng32"	1	"fusheng"	0	68	1	1	1	1	0	3
"103"	"1116167"	"dukou31"	1	"dukou"	1	66	1	1	0	0	2	5
"104"	"1111214"	"fusheng32"	1	"fusheng"	1	37	1	0	1	1	0	2
"105"	"1111218"	"fusheng32"	1	"fusheng"	1	55	1	0	0	1	1	5
"106"	"1111222"	"fusheng32"	1	"fusheng"	1	66	1	0	0	1	2	5
"107"	"1111225"	"fusheng32"	1	"fusheng"	1	63	1	0	1	1	0	2
"108"	"1111229"	"fusheng32"	1	"fusheng"	0	34	1	1	1	1	1	3
"109"	"1111255"	"fusheng32"	1	"fusheng"	1	47	1	1	0	0	1	5
"110"	"1111243"	"fusheng32"	1	"fusheng"	0	66	1	1	1	1	1	3
"111"	"1111242"	"fusheng32"	1	"fusheng"	0	72	1	1	0	1	1	4
"112"	"1111258"	"fusheng32"	1	"fusheng"	0	60	1	1	0	1	2	3
"113"	"1111253"	"fusheng32"	1	"fusheng"	1	41	1	0	1	1	1	4
"114"	"1111245"	"fusheng32"	1	"fusheng"	0	74	1	1	1	1	1	4
"115"	"1111249"	"fusheng32"	1	"fusheng"	1	54	1	1	1	1	2	4
"116"	"1111246"	"fusheng32"	1	"fusheng"	0	39	1	1	0	0	1	3
"117"	"1111254"	"fusheng32"	1	"fusheng"	1	69	1	0	1	1	0	1
"118"	"1111260"	"fusheng32"	1	"fusheng"	1	37	1	0	1	1	2	5
"119"	"1111261"	"fusheng32"	1	"fusheng"	0	40	1	0	0	1	3	4
"120"	"1111262"	"fusheng32"	1	"fusheng"	0	46	1	1	0	1	1	4
"121"	"1111250"	"fusheng32"	1	"fusheng"	1	57	1	0	0	1	1	3
"122"	"1111251"	"fusheng32"	1	"fusheng"	1	31	1	0	1	1	1	4
"123"	"1111259"	"fusheng32"	1	"fusheng"	1	24	1	1	1	1	0	1
"124"	"1111332"	"fusheng5"	1	"fusheng"	1	40	1	1	0	0	0	4
"125"	"1111311"	"fusheng5"	1	"fusheng"	1	45	1	1	1	1	0	4
"126"	"1111356"	"fusheng5"	1	"fusheng"	0	40	1	1	1	1	0	2
"127"	"1111349"	"fusheng5"	1	"fusheng"	1	71	1	0	1	1	0	1
"128"	"1111345"	"fusheng5"	1	"fusheng"	1	44	1	1	0	1	0	3
"129"	"1111313"	"fusheng5"	1	"fusheng"	0	40	1	1	1	0	0	3
"130"	"1111347"	"fusheng5"	1	"fusheng"	0	NA	1	0	0	1	1	3
"131"	"1111316"	"fusheng5"	1	"fusheng"	0	41	1	0	1	1	0	3
"132"	"1111372"	"fusheng5"	1	"fusheng"	0	45	1	0	1	1	0	1
"133"	"1111334"	"fusheng5"	1	"fusheng"	0	61	1	0	1	1	0	2
"134"	"1111322"	"fusheng5"	1	"fusheng"	1	42	1	1	1	0	3	5
"135"	"1111454"	"fusheng67"	1	"fusheng"	1	20	0	0	0	1	1	4
"136"	"1111333"	"fusheng5"	1	"fusheng"	1	53	1	1	0	0	0	4
"137"	"1111318"	"fusheng5"	1	"fusheng"	0	53	1	0	0	1	1	3
"138"	"1111370"	"fusheng5"	1	"fusheng"	0	51	1	0	0	1	0	4
"139"	"1111379"	"fusheng5"	1	"fusheng"	0	29	1	1	0	0	0	3
"140"	"1111314"	"fusheng5"	1	"fusheng"	0	57	1	0	0	1	0	4
"141"	"1111390"	"fusheng67"	1	"fusheng"	0	45	1	1	0	1	0	3
"142"	"1111378"	"fusheng5"	1	"fusheng"	0	50	0	1	1	0	0	1
"143"	"1111362"	"fusheng5"	1	"fusheng"	0	65	1	1	1	0	0	1
"144"	"1111369"	"fusheng5"	1	"fusheng"	0	54	1	1	0	0	0	4
"145"	"1111374"	"fusheng5"	1	"fusheng"	0	45	1	1	0	1	0	3
"146"	"1111329"	"fusheng5"	1	"fusheng"	0	54	1	1	0	0	0	2
"147"	"1111364"	"fusheng5"	1	"fusheng"	0	53	1	1	0	0	0	5
"148"	"1111355"	"fusheng5"	1	"fusheng"	1	43	1	1	0	1	2	5
"149"	"1111341"	""	NA	"fusheng"	NA	NA	NA	0	1	NA	0	0
"150"	"1111376"	"fusheng5"	1	"fusheng"	0	48	1	1	0	1	0	2
"151"	"1111323"	"fusheng5"	1	"fusheng"	0	66	1	0	0	1	0	2
"152"	"1111358"	""	NA	"fusheng"	NA	NA	NA	0	1	NA	0	0
"153"	"1111382"	"fusheng67"	1	"fusheng"	1	44	1	0	1	1	3	5
"154"	"1111380"	"fusheng67"	1	"fusheng"	0	36	1	1	1	0	0	2
"155"	"1111383"	"fusheng67"	1	"fusheng"	1	47	1	0	1	1	3	5
"156"	"1111399"	"fusheng67"	1	"fusheng"	1	41	1	1	0	0	0	3
"157"	"1111401"	"fusheng67"	1	"fusheng"	1	48	1	0	0	1	1	5
"158"	"1111396"	"fusheng67"	1	"fusheng"	1	57	NA	1	0	1	0	5
"159"	"1111393"	"fusheng67"	1	"fusheng"	1	44	1	1	1	0	2	4
"160"	"1111384"	"fusheng67"	1	"fusheng"	1	59	1	1	1	0	2	4
"161"	"1111386"	"fusheng67"	1	"fusheng"	1	43	1	0	1	1	1	3
"162"	"1111398"	"fusheng67"	1	"fusheng"	1	43	1	1	0	0	2	5
"163"	"1111395"	"fusheng67"	1	"fusheng"	1	70	1	1	1	1	2	3
"164"	"1111397"	"fusheng67"	1	"fusheng"	1	64	1	0	0	1	1	2
"165"	"1111400"	"fusheng67"	1	"fusheng"	1	30	1	1	0	1	2	5
"166"	"1111387"	""	NA	"fusheng"	NA	NA	NA	0	1	NA	0	0
"167"	"1111431"	"fusheng67"	NA	"fusheng"	0	NA	NA	0	1	NA	1	2
"168"	"1111442"	"fusheng67"	1	"fusheng"	0	48	1	1	0	0	0	2
"169"	"1111422"	"fusheng67"	1	"fusheng"	0	60	1	0	0	1	0	2
"170"	"1111436"	"fusheng67"	1	"fusheng"	1	60	1	0	0	1	0	4
"171"	"1111411"	"fusheng67"	1	"fusheng"	1	57	1	1	0	0	0	2
"172"	"1111453"	"fusheng67"	1	"fusheng"	1	40	0	0	0	1	0	3
"173"	"1111424"	"fusheng67"	1	"fusheng"	1	41	1	1	1	1	1	4
"174"	"1111435"	"fusheng67"	1	"fusheng"	0	39	1	0	0	1	0	3
"175"	"1111405"	"fusheng67"	1	"fusheng"	1	36	1	1	1	1	0	4
"176"	"1111455"	"fusheng67"	1	"fusheng"	1	67	1	1	0	1	1	2
"177"	"1111406"	"fusheng67"	1	"fusheng"	1	51	1	1	0	1	0	4
"178"	"1111408"	"fusheng67"	1	"fusheng"	1	NA	1	0	1	1	0	4
"179"	"1111407"	"fusheng67"	1	"fusheng"	1	58	1	1	1	1	1	4
"180"	"1111443"	"fusheng67"	1	"fusheng"	0	61	1	1	0	0	1	5
"181"	"1111423"	"fusheng67"	1	"fusheng"	0	43	1	0	0	1	1	4
"182"	"1111410"	"fusheng67"	1	"fusheng"	0	61	1	1	0	0	2	4
"183"	"1111448"	"fusheng67"	1	"fusheng"	1	64	1	1	1	1	1	2
"184"	"1111446"	"fusheng67"	1	"fusheng"	0	68	1	0	1	1	0	1
"185"	"1111415"	"fusheng67"	1	"fusheng"	0	35	1	1	0	0	1	4
"186"	"1111417"	"fusheng67"	1	"fusheng"	0	48	1	0	1	1	0	3
"187"	"1111416"	"fusheng67"	1	"fusheng"	0	60	1	0	0	1	1	3
"188"	"1111412"	""	NA	"fusheng"	NA	NA	NA	0	1	NA	0	0
"189"	"1111419"	"fusheng67"	1	"fusheng"	0	42	1	1	1	0	1	3
"190"	"1111425"	"fusheng67"	1	"fusheng"	1	54	1	1	0	1	1	2
"191"	"1111432"	"fusheng67"	1	"fusheng"	1	40	1	1	0	1	4	5
"192"	"1111429"	"fusheng67"	NA	"fusheng"	0	NA	NA	0	1	NA	0	0
"193"	"11121151"	"gangtou4"	1	"gangtou"	0	70	0	1	1	0	2	3
"194"	"1111433"	"fusheng67"	NA	"fusheng"	0	NA	NA	0	1	NA	0	0
"195"	"1111452"	"fusheng67"	1	"fusheng"	1	44	0	0	1	1	0	0
"196"	"1111441"	"fusheng67"	NA	"fusheng"	0	NA	NA	0	1	NA	0	0
"197"	"1112101"	"jingang3"	1	"jingang"	0	36	1	1	1	0	0	3
"198"	"1112082"	"jingang3"	1	"jingang"	1	54	1	1	0	1	1	3
"199"	"1112108"	"jingang3"	1	"jingang"	0	31	1	1	0	1	0	3
"200"	"1112090"	"jingang3"	1	"jingang"	0	37	1	1	1	1	0	4
"201"	"1112100"	"jingang3"	1	"jingang"	0	40	1	1	1	0	0	2
"202"	"1112110"	"jingang3"	1	"jingang"	1	58	1	1	1	0	2	5
"203"	"1112093"	"jingang3"	1	"jingang"	0	51	1	1	1	1	1	4
"204"	"1112130"	"jingang3"	1	"jingang"	1	54	1	1	1	0	1	5
"205"	"1112106"	"jingang3"	1	"jingang"	1	44	1	1	0	0	1	5
"206"	"1112133"	"jingang3"	1	"jingang"	0	66	1	1	0	0	1	5
"207"	"1112134"	"jingang3"	1	"jingang"	0	60	1	0	1	1	0	5
"208"	"1112089"	"jingang3"	1	"jingang"	1	63	1	0	0	1	1	3
"209"	"1112084"	"jingang3"	1	"jingang"	0	73	1	1	1	1	1	4
"210"	"1112118"	"jingang3"	1	"jingang"	0	45	1	0	1	1	1	1
"211"	"1112085"	"jingang3"	1	"jingang"	1	72	1	0	1	1	2	2
"212"	"1112116"	"jingang3"	1	"jingang"	1	62	1	0	1	1	2	5
"213"	"1112115"	"jingang3"	1	"jingang"	0	39	1	0	0	1	0	4
"214"	"1112086"	"jingang3"	1	"jingang"	0	43	1	0	0	1	1	4
"215"	"1112124"	"jingang3"	1	"jingang"	0	55	1	0	0	1	0	4
"216"	"1112104"	"jingang3"	1	"jingang"	0	37	1	1	0	1	1	4
"217"	"1112102"	"jingang3"	1	"jingang"	0	33	1	1	0	0	1	4
"218"	"1112103"	"jingang3"	1	"jingang"	0	47	1	0	1	1	1	3
"219"	"1112099"	"jingang3"	1	"jingang"	0	40	1	1	1	1	0	4
"220"	"1112412"	"jingang8"	1	"jingang"	1	78	1	1	0	0	3	5
"221"	"1112126"	"jingang3"	1	"jingang"	0	45	1	0	1	1	0	0
"222"	"1112197"	"jingang4"	1	"jingang"	0	42	1	1	0	0	0	5
"223"	"1112141"	"jingang4"	1	"jingang"	1	37	1	1	0	0	1	4
"224"	"1112162"	"jingang4"	1	"jingang"	1	60	1	0	0	1	1	4
"225"	"1112143"	"jingang4"	1	"jingang"	1	48	1	0	1	1	3	4
"226"	"1112203"	"jingang4"	1	"jingang"	0	61	1	1	0	0	1	5
"227"	"1112168"	"jingang4"	1	"jingang"	0	53	1	0	0	1	1	4
"228"	"1112149"	"jingang4"	1	"jingang"	1	41	1	0	1	1	3	3
"229"	"1112208"	"jingang4"	1	"jingang"	0	72	0	0	1	1	2	5
"230"	"1112170"	"jingang4"	1	"jingang"	1	51	1	1	0	0	0	4
"231"	"1112146"	"jingang4"	1	"jingang"	0	63	1	1	1	1	0	5
"232"	"1112161"	"jingang4"	1	"jingang"	0	52	1	0	0	1	1	5
"233"	"1112152"	"jingang4"	1	"jingang"	0	44	1	1	1	0	0	3
"234"	"1112180"	"jingang4"	1	"jingang"	0	53	1	0	0	1	0	5
"235"	"1112166"	"jingang4"	1	"jingang"	1	39	1	1	0	1	0	4
"236"	"1112159"	"jingang4"	1	"jingang"	0	60	1	1	1	1	0	3
"237"	"1112188"	"jingang4"	1	"jingang"	0	70	1	1	1	1	0	4
"238"	"1112172"	"jingang4"	1	"jingang"	0	54	1	1	0	1	0	4
"239"	"1112151"	"jingang4"	1	"jingang"	1	63	1	0	1	1	1	4
"240"	"1112160"	"jingang4"	1	"jingang"	1	63	1	0	1	1	1	4
"241"	"1112182"	"jingang4"	1	"jingang"	1	61	1	0	1	1	1	4
"242"	"1112165"	"jingang4"	1	"jingang"	0	51	1	1	1	1	1	5
"243"	"1112163"	"jingang4"	1	"jingang"	1	62	1	1	1	0	1	3
"244"	"1112195"	"jingang4"	1	"jingang"	0	40	1	0	0	1	0	5
"245"	"1112178"	"jingang4"	1	"jingang"	0	38	1	0	0	1	1	3
"246"	"1112193"	"jingang4"	1	"jingang"	1	40	1	0	1	1	0	5
"247"	"1112175"	"jingang4"	1	"jingang"	1	68	1	1	0	1	0	5
"248"	"1112192"	"jingang4"	1	"jingang"	1	42	1	1	1	0	1	5
"249"	"1112186"	"jingang4"	1	"jingang"	0	41	1	1	0	1	1	5
"250"	"1112138"	"jingang4"	1	"jingang"	0	29	1	1	1	0	0	3
"251"	"1112167"	"jingang4"	1	"jingang"	0	43	1	1	0	0	0	5
"252"	"1112171"	"jingang4"	1	"jingang"	0	34	1	1	0	1	0	4
"253"	"1112194"	"jingang4"	1	"jingang"	0	37	1	1	0	1	0	4
"254"	"1112183"	"jingang4"	1	"jingang"	1	55	0	1	1	0	0	2
"255"	"1112189"	"jingang4"	1	"jingang"	1	46	1	1	0	1	0	3
"256"	"1112246"	"jingang5"	1	"jingang"	0	56	1	1	1	0	2	3
"257"	"1112248"	"jingang5"	1	"jingang"	1	56	1	1	0	1	0	4
"258"	"1112229"	"jingang5"	1	"jingang"	0	51	1	1	0	0	0	4
"259"	"1112221"	"jingang5"	1	"jingang"	0	69	1	1	1	0	0	1
"260"	"1112232"	"jingang5"	1	"jingang"	0	38	1	1	1	1	0	3
"261"	"1112216"	"jingang5"	1	"jingang"	0	36	1	1	1	0	0	2
"262"	"1112214"	"jingang5"	1	"jingang"	0	46	1	0	1	1	1	4
"263"	"1112238"	"jingang5"	1	"jingang"	0	58	1	0	1	1	0	4
"264"	"1112224"	"jingang5"	1	"jingang"	0	42	1	0	0	1	0	5
"265"	"1112230"	"jingang5"	1	"jingang"	0	59	1	1	1	0	0	3
"266"	"1112217"	"jingang5"	1	"jingang"	0	41	1	1	0	0	0	3
"267"	"1112253"	"jingang5"	1	"jingang"	0	56	1	1	1	1	0	4
"268"	"1112243"	"jingang5"	1	"jingang"	0	36	1	1	0	0	1	5
"269"	"1112258"	"jingang5"	1	"jingang"	0	56	0	1	1	0	0	5
"270"	"1112223"	"jingang5"	1	"jingang"	1	64	1	1	0	1	1	4
"271"	"1112250"	"jingang5"	1	"jingang"	1	41	1	0	1	1	1	5
"272"	"1112227"	"jingang5"	1	"jingang"	0	58	1	0	0	1	0	4
"273"	"1112241"	"jingang5"	1	"jingang"	1	61	1	0	0	1	1	5
"274"	"1112242"	"jingang5"	1	"jingang"	0	58	1	1	0	0	1	3
"275"	"1112239"	"jingang5"	1	"jingang"	0	38	1	1	1	1	1	3
"276"	"1112254"	"jingang5"	1	"jingang"	0	42	0	0	0	1	2	5
"277"	"1112231"	"jingang5"	1	"jingang"	0	45	1	0	0	1	0	2
"278"	"1112256"	"jingang5"	1	"jingang"	0	50	1	0	1	1	2	3
"279"	"1112259"	"jingang5"	1	"jingang"	0	37	1	0	1	1	2	5
"280"	"1112251"	"jingang5"	1	"jingang"	0	47	1	0	1	1	3	4
"281"	"1112394"	"jingang8"	1	"jingang"	1	46	1	0	1	1	1	4
"282"	"1112443"	"jingang9"	1	"jingang"	0	40	1	1	0	0	1	4
"283"	"1112468"	"jingang9"	1	"jingang"	0	52	1	1	1	1	0	2
"284"	"1112387"	"jingang8"	1	"jingang"	1	58	1	0	0	1	1	4
"285"	"1112385"	"jingang8"	1	"jingang"	0	54	1	1	1	1	2	3
"286"	"1112407"	"jingang8"	1	"jingang"	0	67	1	0	0	1	0	4
"287"	"1112390"	"jingang8"	1	"jingang"	1	55	1	0	1	1	2	5
"288"	"1112386"	"jingang8"	1	"jingang"	1	58	1	0	1	1	0	5
"289"	"1112425"	"jingang8"	1	"jingang"	0	67	1	1	1	1	1	5
"290"	"1112405"	"jingang8"	1	"jingang"	1	53	1	0	1	1	1	3
"291"	"1112388"	"jingang8"	1	"jingang"	0	60	1	1	0	0	1	4
"292"	"1112427"	"jingang8"	1	"jingang"	0	60	1	1	0	1	1	3
"293"	"1112399"	"jingang8"	1	"jingang"	1	70	1	1	0	0	1	4
"294"	"1112410"	"jingang8"	1	"jingang"	1	71	1	1	0	1	2	4
"295"	"1112423"	"jingang8"	1	"jingang"	0	53	1	1	0	1	0	4
"296"	"1112411"	"jingang8"	1	"jingang"	1	56	1	1	1	0	1	4
"297"	"1112418"	"jingang8"	1	"jingang"	0	39	1	0	0	1	0	1
"298"	"1112403"	"jingang8"	1	"jingang"	0	57	1	0	0	1	0	2
"299"	"1112402"	"jingang8"	1	"jingang"	0	45	1	1	1	0	0	1
"300"	"1112424"	"jingang8"	1	"jingang"	1	32	1	1	0	1	2	5
"301"	"1112395"	"jingang8"	1	"jingang"	0	38	1	1	0	0	1	3
"302"	"1112404"	""	NA	"jingang"	NA	NA	NA	0	1	NA	0	0
"303"	"1112422"	"jingang8"	1	"jingang"	0	52	1	0	0	1	0	1
"304"	"1112419"	""	NA	"jingang"	NA	NA	NA	0	1	NA	0	0
"305"	"1112460"	"jingang9"	1	"jingang"	0	40	1	1	0	0	1	3
"306"	"1112431"	"jingang9"	1	"jingang"	1	39	1	1	1	1	1	4
"307"	"1112483"	"jingang9"	1	"jingang"	1	72	1	1	0	1	2	5
"308"	"1112432"	"jingang9"	1	"jingang"	1	53	1	0	1	1	1	3
"309"	"1112456"	"jingang9"	1	"jingang"	1	54	1	1	1	1	1	4
"310"	"1112486"	"jingang9"	1	"jingang"	0	51	1	0	0	1	2	5
"311"	"1112446"	"jingang9"	1	"jingang"	0	42	1	1	1	0	0	4
"312"	"1112433"	"jingang9"	1	"jingang"	0	37	1	1	1	0	0	4
"313"	"1112478"	"jingang9"	1	"jingang"	0	57	1	1	1	0	0	4
"314"	"1112435"	"jingang9"	1	"jingang"	0	61	1	1	1	0	1	3
"315"	"1112436"	"jingang9"	1	"jingang"	0	61	1	1	0	1	0	4
"316"	"1112452"	"jingang9"	1	"jingang"	0	44	1	1	0	1	1	3
"317"	"1112438"	"jingang9"	1	"jingang"	0	58	1	0	1	1	0	3
"318"	"1112439"	"jingang9"	1	"jingang"	0	82	1	1	1	0	0	2
"319"	"1112492"	"jingang9"	1	"jingang"	1	45	1	0	1	1	1	3
"320"	"1112449"	"jingang9"	1	"jingang"	1	66	1	0	1	1	0	3
"321"	"1112442"	"jingang9"	1	"jingang"	1	41	1	0	0	1	0	3
"322"	"1112444"	"jingang9"	1	"jingang"	0	46	1	1	0	1	1	3
"323"	"1112445"	"jingang9"	1	"jingang"	0	47	1	0	0	1	0	5
"324"	"1112477"	"jingang9"	1	"jingang"	1	43	1	1	0	1	1	3
"325"	"1112474"	"jingang9"	1	"jingang"	1	54	1	0	0	1	1	3
"326"	"1112462"	"jingang9"	1	"jingang"	1	48	1	0	0	1	0	2
"327"	"1112482"	"jingang9"	1	"jingang"	1	65	1	1	1	1	1	2
